Activity_ID,User_ID,Track_ID,Genre,Is_Liked,Is_Subscribed,Comments_Count,Is_Added_To_Playlist
305,6,Track_864,Jazz,1,0,5,1
306,6,Track_983,Jazz,1,0,1,0
307,6,Track_957,Jazz,1,0,5,1
308,6,Track_958,Jazz,1,0,4,1
309,6,Track_887,Jazz,1,1,5,0
310,6,Track_924,Jazz,0,1,2,1
311,6,Track_892,Jazz,1,0,1,1
312,6,Track_933,Jazz,1,1,5,1
313,6,Track_994,Jazz,1,1,5,1
314,6,Track_974,Jazz,1,0,5,1
315,6,Track_921,Jazz,1,1,3,1
316,6,Track_871,Jazz,1,1,5,1
317,6,Track_914,Jazz,1,0,4,1
318,6,Track_973,Jazz,0,1,5,1
319,6,Track_886,Jazz,1,1,2,1
320,6,Track_995,Jazz,1,1,4,1
321,6,Track_918,Jazz,1,0,3,1
322,6,Track_929,Jazz,1,0,4,1
323,6,Track_415,Rock,0,1,0,0
324,6,Track_314,Rock,0,0,1,0
325,6,Track_366,Rock,0,1,1,0
326,6,Track_422,Rock,1,0,0,0
327,6,Track_340,Rock,0,0,1,0
328,6,Track_307,Rock,0,1,1,0
329,6,Track_378,Rock,1,0,1,0
330,6,Track_373,Rock,1,0,0,1
331,6,Track_289,Rock,0,1,0,0
332,6,Track_327,Rock,1,0,0,0
333,6,Track_346,Rock,1,0,0,1
334,6,Track_411,Rock,0,0,0,0
335,6,Track_338,Rock,1,0,0,0
336,6,Track_346,Rock,0,0,1,1
337,6,Track_328,Rock,0,0,0,1
338,6,Track_412,Rock,0,0,0,1
339,6,Track_300,Rock,1,0,0,0
340,6,Track_316,Rock,1,0,1,1
341,6,Track_359,Rock,0,0,1,0
342,6,Track_325,Rock,0,0,0,0
343,6,Track_320,Rock,0,0,1,1
344,6,Track_387,Rock,0,0,1,0
345,6,Track_104,Pop,0,0,0,0
346,6,Track_268,Hiphop,0,0,0,0
347,6,Track_430,Classic,0,0,0,0
348,6,Track_673,EDM,0,0,0,0
349,6,Track_625,EDM,0,0,0,0
350,6,Track_815,Ballad,0,0,0,0
351,6,Track_95,Pop,0,0,0,0
352,6,Track_50,Pop,0,0,0,0
353,6,Track_66,Pop,0,0,0,0
354,6,Track_55,Pop,0,0,0,0
355,6,Track_436,Classic,1,0,0,0
356,6,Track_467,Classic,0,0,0,0
357,6,Track_112,Pop,0,0,0,0
358,6,Track_227,Hiphop,0,0,0,0
359,6,Track_179,Hiphop,0,0,0,0
360,6,Track_224,Hiphop,0,0,0,0
361,7,Track_326,Rock,0,1,2,1
362,7,Track_341,Rock,1,1,1,1
363,7,Track_416,Rock,1,1,3,1
364,7,Track_312,Rock,1,0,4,0
365,7,Track_361,Rock,0,0,5,1
366,7,Track_374,Rock,1,0,1,1
367,7,Track_377,Rock,1,1,4,1
368,7,Track_411,Rock,1,1,3,1
369,7,Track_298,Rock,1,1,1,0
370,7,Track_298,Rock,1,1,2,1
371,7,Track_343,Rock,1,1,3,0
372,7,Track_338,Rock,1,1,4,1
373,7,Track_316,Rock,1,1,4,1
374,7,Track_384,Rock,1,0,5,1
375,7,Track_339,Rock,1,1,3,1
376,7,Track_298,Rock,1,1,2,1
377,7,Track_366,Rock,1,1,3,1
378,7,Track_404,Rock,1,1,5,0
379,7,Track_346,Rock,1,1,3,0
380,7,Track_415,Rock,1,1,5,1
381,7,Track_324,Rock,1,1,2,1
382,7,Track_362,Rock,1,1,5,1
383,7,Track_876,Jazz,0,0,1,1
384,7,Track_871,Jazz,1,0,1,0
385,7,Track_900,Jazz,1,1,0,1
386,7,Track_961,Jazz,1,1,1,1
387,7,Track_980,Jazz,1,1,1,1
388,7,Track_437,Classic,0,1,1,1
389,7,Track_503,Classic,0,1,0,0
390,7,Track_522,Classic,0,0,1,1
391,7,Track_562,Classic,1,0,1,1
392,7,Track_984,Jazz,1,1,0,1
393,7,Track_997,Jazz,0,0,0,1
394,7,Track_446,Classic,1,0,1,0
395,7,Track_934,Jazz,0,0,0,0
396,7,Track_553,Classic,1,1,0,1
397,7,Track_991,Jazz,0,0,0,0
398,7,Track_554,Classic,0,0,1,0
399,7,Track_885,Jazz,0,1,0,0
400,7,Track_950,Jazz,0,1,0,0
401,7,Track_540,Classic,1,1,0,0
402,7,Track_867,Jazz,0,0,1,1
403,7,Track_430,Classic,1,0,1,0
404,7,Track_924,Jazz,1,1,0,1
405,7,Track_230,Hiphop,0,0,0,0
406,7,Track_153,Hiphop,0,0,0,0
407,7,Track_52,Pop,0,0,0,0
408,7,Track_231,Hiphop,0,0,0,0
409,7,Track_283,Hiphop,0,0,0,0
410,7,Track_687,EDM,0,0,0,0
411,7,Track_87,Pop,0,0,0,0
412,7,Track_603,EDM,0,0,0,0
413,7,Track_121,Pop,0,0,0,0
414,7,Track_819,Ballad,0,0,0,0
415,7,Track_35,Pop,0,0,0,0
416,7,Track_797,Ballad,1,0,0,0
417,7,Track_584,EDM,0,0,0,0
418,7,Track_844,Ballad,0,0,0,0
419,7,Track_266,Hiphop,1,0,0,0
420,7,Track_70,Pop,0,0,0,0
421,8,Track_919,Jazz,0,1,1,1
422,8,Track_959,Jazz,1,0,3,1
423,8,Track_884,Jazz,1,1,5,1
424,8,Track_900,Jazz,1,1,3,1
425,8,Track_982,Jazz,0,0,2,1
426,8,Track_940,Jazz,1,1,2,1
427,8,Track_939,Jazz,1,0,4,1
428,8,Track_884,Jazz,0,1,1,1
429,8,Track_948,Jazz,1,0,4,1
430,8,Track_916,Jazz,1,0,4,0
431,8,Track_883,Jazz,1,1,2,1
432,8,Track_977,Jazz,1,0,1,1
433,8,Track_964,Jazz,1,0,5,1
434,8,Track_904,Jazz,1,1,3,1
435,8,Track_989,Jazz,0,0,1,1
436,8,Track_940,Jazz,1,1,1,1
437,8,Track_929,Jazz,1,0,1,1
438,8,Track_997,Jazz,1,0,2,1
439,8,Track_871,Jazz,0,1,3,1
440,8,Track_873,Jazz,1,0,4,1
441,8,Track_942,Jazz,1,1,5,1
442,8,Track_954,Jazz,1,1,2,1
443,8,Track_156,Hiphop,0,1,1,0
444,8,Track_194,Hiphop,0,1,0,0
445,8,Track_250,Hiphop,0,1,1,1
446,8,Track_183,Hiphop,0,0,1,1
447,8,Track_284,Hiphop,1,0,0,0
448,8,Track_258,Hiphop,0,0,1,0
449,8,Track_273,Hiphop,1,0,0,1
450,8,Track_265,Hiphop,1,1,1,1
451,8,Track_174,Hiphop,1,1,0,0
452,8,Track_273,Hiphop,1,1,0,1
453,8,Track_261,Hiphop,1,0,1,0
454,8,Track_185,Hiphop,1,0,1,1
455,8,Track_247,Hiphop,1,1,0,0
456,8,Track_155,Hiphop,1,1,0,1
457,8,Track_203,Hiphop,1,0,0,1
458,8,Track_227,Hiphop,0,1,0,1
459,8,Track_190,Hiphop,1,1,1,0
460,8,Track_168,Hiphop,0,0,1,0
461,8,Track_171,Hiphop,0,0,1,0
462,8,Track_197,Hiphop,0,0,0,0
463,8,Track_197,Hiphop,0,0,0,1
464,8,Track_207,Hiphop,0,1,1,1
465,8,Track_128,Pop,0,0,0,0
466,8,Track_757,Ballad,0,0,0,0
467,8,Track_328,Rock,0,0,0,0
468,8,Track_801,Ballad,1,0,0,0
469,8,Track_135,Pop,0,0,0,0
470,8,Track_477,Classic,1,0,0,0
471,8,Track_366,Rock,0,0,0,0
472,8,Track_132,Pop,0,0,0,0
473,8,Track_827,Ballad,0,0,0,0
474,8,Track_673,EDM,0,0,0,0
475,8,Track_533,Classic,0,0,0,0
476,8,Track_773,Ballad,0,0,0,0
477,8,Track_813,Ballad,0,0,0,0
478,8,Track_76,Pop,0,0,0,0
479,8,Track_368,Rock,0,0,0,0
480,8,Track_472,Classic,0,0,0,0
481,9,Track_857,Ballad,1,1,1,1
482,9,Track_726,Ballad,0,1,5,1
483,9,Track_738,Ballad,1,0,2,1
484,9,Track_778,Ballad,0,1,5,1
485,9,Track_787,Ballad,1,0,3,1
486,9,Track_848,Ballad,1,1,3,0
487,9,Track_812,Ballad,1,1,4,1
488,9,Track_816,Ballad,1,1,5,1
489,9,Track_763,Ballad,1,1,1,0
490,9,Track_833,Ballad,1,1,1,0
491,9,Track_730,Ballad,1,0,2,1
492,9,Track_747,Ballad,1,1,3,1
493,9,Track_812,Ballad,0,1,4,1
494,9,Track_780,Ballad,1,0,2,1
495,9,Track_825,Ballad,1,0,3,1
496,9,Track_781,Ballad,1,1,1,0
497,9,Track_770,Ballad,1,1,2,1
498,9,Track_853,Ballad,1,1,4,1
499,9,Track_771,Ballad,1,0,3,1
500,9,Track_788,Ballad,0,0,5,0
501,9,Track_758,Ballad,1,1,4,0
502,9,Track_856,Ballad,1,1,4,1
503,9,Track_625,EDM,1,0,0,0
504,9,Track_483,Classic,0,0,0,0
505,9,Track_619,EDM,0,0,0,0
506,9,Track_214,Hiphop,1,0,0,0
507,9,Track_348,Rock,0,0,0,0
508,9,Track_47,Pop,0,0,0,0
509,9,Track_485,Classic,0,0,0,0
510,9,Track_240,Hiphop,0,0,0,0
511,9,Track_405,Rock,0,0,0,0
512,9,Track_395,Rock,0,0,0,0
513,9,Track_225,Hiphop,0,0,0,0
514,9,Track_445,Classic,0,0,0,0
515,9,Track_690,EDM,1,0,0,0
516,9,Track_881,Jazz,0,0,0,0
517,9,Track_451,Classic,0,0,0,0
518,9,Track_415,Rock,0,0,0,0
519,9,Track_597,EDM,0,0,0,0
520,9,Track_550,Classic,0,0,0,0
521,9,Track_1,Pop,0,0,0,0
522,9,Track_126,Pop,0,0,0,0
523,9,Track_708,EDM,0,0,0,0
524,9,Track_222,Hiphop,0,0,0,0
525,9,Track_320,Rock,0,0,0,0
526,9,Track_525,Classic,0,0,0,0
527,9,Track_88,Pop,0,0,0,0
528,9,Track_201,Hiphop,0,0,0,0
529,9,Track_926,Jazz,0,0,0,0
530,9,Track_363,Rock,0,0,0,0
531,9,Track_910,Jazz,0,0,0,0
532,9,Track_677,EDM,0,0,0,0
533,9,Track_670,EDM,0,0,0,0
534,9,Track_878,Jazz,0,0,0,0
535,9,Track_415,Rock,0,0,0,0
536,9,Track_175,Hiphop,0,0,0,0
537,9,Track_991,Jazz,0,0,0,0
538,9,Track_101,Pop,0,0,0,0
539,9,Track_123,Pop,0,0,0,0
540,9,Track_571,Classic,0,0,0,0
541,10,Track_424,Rock,1,1,1,1
542,10,Track_387,Rock,1,1,5,1
543,10,Track_348,Rock,1,1,1,1
544,10,Track_406,Rock,1,1,2,0
545,10,Track_384,Rock,1,0,2,1
546,10,Track_402,Rock,1,1,1,1
547,10,Track_316,Rock,1,0,1,0
548,10,Track_375,Rock,1,0,2,1
549,10,Track_423,Rock,1,1,4,1
550,10,Track_404,Rock,1,1,2,1
551,10,Track_383,Rock,1,1,2,1
552,10,Track_381,Rock,1,1,2,1
553,10,Track_410,Rock,1,1,2,1
554,10,Track_314,Rock,1,0,4,0
555,10,Track_429,Rock,1,1,5,1
556,10,Track_328,Rock,1,0,3,1
557,10,Track_308,Rock,0,1,2,1
558,10,Track_392,Rock,1,1,3,0
559,10,Track_369,Rock,1,0,4,1
560,10,Track_321,Rock,1,1,5,1
561,10,Track_313,Rock,1,1,4,1
562,10,Track_329,Rock,1,1,3,1
563,10,Track_865,Jazz,1,0,0,0
564,10,Track_976,Jazz,0,0,0,0
565,10,Track_537,Classic,0,0,1,0
566,10,Track_533,Classic,1,0,1,1
567,10,Track_995,Jazz,0,0,1,0
568,10,Track_445,Classic,0,0,1,1
569,10,Track_540,Classic,1,0,1,0
570,10,Track_966,Jazz,1,1,1,0
571,10,Track_497,Classic,1,1,1,0
572,10,Track_976,Jazz,0,1,0,0
573,10,Track_911,Jazz,0,1,0,1
574,10,Track_909,Jazz,0,1,1,0
575,10,Track_926,Jazz,1,0,1,1
576,10,Track_959,Jazz,0,0,0,0
577,10,Track_474,Classic,0,0,0,0
578,10,Track_449,Classic,0,0,0,1
579,10,Track_514,Classic,0,0,1,1
580,10,Track_891,Jazz,1,0,1,0
581,10,Track_558,Classic,0,1,1,1
582,10,Track_539,Classic,1,0,0,1
583,10,Track_899,Jazz,0,1,0,1
584,10,Track_460,Classic,0,1,0,1
585,10,Track_30,Pop,0,0,0,0
586,10,Track_80,Pop,0,0,0,0
587,10,Track_235,Hiphop,0,0,0,0
588,10,Track_175,Hiphop,0,0,0,0
589,10,Track_602,EDM,0,0,0,0
590,10,Track_206,Hiphop,0,0,0,0
591,10,Track_143,Pop,0,0,0,0
592,10,Track_215,Hiphop,0,0,0,0
593,10,Track_123,Pop,0,0,0,0
594,10,Track_603,EDM,0,0,0,0
595,10,Track_220,Hiphop,0,0,0,0
596,10,Track_11,Pop,0,0,0,0
597,10,Track_282,Hiphop,0,0,0,0
598,10,Track_187,Hiphop,0,0,0,0
599,10,Track_270,Hiphop,0,0,0,0
600,10,Track_89,Pop,0,0,0,0
601,11,Track_634,EDM,1,0,5,1
602,11,Track_641,EDM,1,1,1,0
603,11,Track_705,EDM,1,1,4,0
604,11,Track_698,EDM,1,1,3,1
605,11,Track_642,EDM,1,0,2,0
606,11,Track_708,EDM,1,0,1,1
607,11,Track_575,EDM,1,0,4,1
608,11,Track_651,EDM,1,0,5,1
609,11,Track_657,EDM,1,1,4,1
610,11,Track_587,EDM,0,0,3,1
611,11,Track_630,EDM,1,1,1,0
612,11,Track_588,EDM,1,1,3,1
613,11,Track_640,EDM,0,1,2,0
614,11,Track_652,EDM,1,0,5,0
615,11,Track_684,EDM,1,0,3,1
616,11,Track_649,EDM,1,1,1,1
617,11,Track_705,EDM,1,1,3,1
618,11,Track_679,EDM,1,0,2,1
619,11,Track_711,EDM,1,0,3,1
620,11,Track_650,EDM,1,1,4,1
621,11,Track_653,EDM,1,1,5,1
622,11,Track_575,EDM,1,0,2,1
623,11,Track_20,Pop,0,0,0,0
624,11,Track_933,Jazz,0,0,0,0
625,11,Track_147,Hiphop,0,0,0,0
626,11,Track_735,Ballad,1,0,0,0
627,11,Track_175,Hiphop,1,0,0,0
628,11,Track_185,Hiphop,1,0,0,0
629,11,Track_178,Hiphop,0,0,0,0
630,11,Track_145,Hiphop,0,0,0,0
631,11,Track_31,Pop,0,0,0,0
632,11,Track_441,Classic,0,0,0,0
633,11,Track_5,Pop,0,0,0,0
634,11,Track_303,Rock,0,0,0,0
635,11,Track_790,Ballad,0,0,0,0
636,11,Track_536,Classic,0,0,0,0
637,11,Track_983,Jazz,0,0,0,0
638,11,Track_822,Ballad,0,0,0,0
639,11,Track_969,Jazz,0,0,0,0
640,11,Track_256,Hiphop,0,0,0,0
641,11,Track_245,Hiphop,1,0,0,0
642,11,Track_789,Ballad,0,0,0,0
